sequence_id,xgb1_probability,xgb2_probability,xgb1_prediction,xgb2_prediction,final_prediction,final_confidence
ECK_1284,0.21378516,0.50387216,0,1,1,0.50387216
ECK_1285,0.8952863,0.92792815,1,1,1,0.92792815
ECK_1290,0.15334065,0.82388157,0,1,1,0.82388157
ECK_1297,0.7375862,0.46933183,1,0,1,0.7375862
ECK_1300,0.07653026,0.9513701,0,1,1,0.9513701
ECK_1307,0.815665,0.78885025,1,1,1,0.815665
ECK_1311,0.43738443,0.84306765,0,1,1,0.84306765
ECK_1312,0.77177113,0.92730206,1,1,1,0.92730206
ECK_1318,0.9392604,0.2895454,1,0,1,0.9392604
ECK_1319,0.3963238,0.6124842,0,1,1,0.6124842
ECK_1320,0.07731799,0.6906541,0,1,1,0.6906541
ECK_1323,0.14161369,0.9315648,0,1,1,0.9315648
ECK_1324,0.9085587,0.45910895,1,0,1,0.9085587
ECK_1325,0.23646054,0.5069235,0,1,1,0.5069235
ECK_1326,0.76568687,0.47956112,1,0,1,0.76568687
ECK_1327,0.9474478,0.5006984,1,1,1,0.9474478
ECK_1332,0.90238625,0.9383063,1,1,1,0.9383063
ECK_1333,0.067196615,0.8122576,0,1,1,0.8122576
ECK_1336,0.9494159,0.9822542,1,1,1,0.9822542
ECK_1337,0.37336048,0.55182976,0,1,1,0.55182976
ECK_1345,0.56057376,0.5863049,1,1,1,0.5863049
ECK_1347,0.060684208,0.797721,0,1,1,0.797721
ECK_1348,0.89312637,0.64719665,1,1,1,0.89312637
ECK_1352,0.12957965,0.5396066,0,1,1,0.5396066
ECK_1357,0.18241458,0.8664014,0,1,1,0.8664014
ECK_1360,0.63417625,0.61254716,1,1,1,0.63417625
ECK_1362,0.39792675,0.91039854,0,1,1,0.91039854
ECK_1369,0.30122265,0.6807521,0,1,1,0.6807521
ECK_1378,0.18491396,0.6970046,0,1,1,0.6970046
ECK_1379,0.23360607,0.934826,0,1,1,0.934826
ECK_1383,0.3107552,0.50076264,0,1,1,0.50076264
ECK_1387,0.1768111,0.5139455,0,1,1,0.5139455
ECK_1391,0.29478896,0.9073917,0,1,1,0.9073917
ECK_1392,0.9830821,0.22865137,1,0,1,0.9830821
ECK_1396,0.10156586,0.50497377,0,1,1,0.50497377
ECK_1399,0.5503198,0.22619648,1,0,1,0.5503198
ECK_1402,0.2792003,0.78434366,0,1,1,0.78434366
ECK_1407,0.4108668,0.86358273,0,1,1,0.86358273
ECK_1410,0.21810044,0.5086924,0,1,1,0.5086924
ECK_1412,0.7103632,0.9709954,1,1,1,0.9709954
ECK_1414,0.12637131,0.71815723,0,1,1,0.71815723
ECK_1415,0.34406367,0.5289953,0,1,1,0.5289953
ECK_1422,0.2174425,0.54704267,0,1,1,0.54704267
ECK_1423,0.99417204,0.9426772,1,1,1,0.99417204
ECK_1428,0.010833273,0.6294898,0,1,1,0.6294898
ECK_1435,0.13150567,0.5011629,0,1,1,0.5011629
ECK_1437,0.7744893,0.74419916,1,1,1,0.7744893
ECK_1443,0.13002093,0.8591554,0,1,1,0.8591554
ECK_1446,0.9935574,0.99451894,1,1,1,0.99451894
ECK_1449,0.08739989,0.7019859,0,1,1,0.7019859
ECK_1458,0.19971555,0.50900555,0,1,1,0.50900555
ECK_1459,0.076869085,0.76267976,0,1,1,0.76267976
ECK_1461,0.8125787,0.93844867,1,1,1,0.93844867
ECK_1462,0.4857954,0.85392785,0,1,1,0.85392785
ECK_1467,0.8189724,0.7750333,1,1,1,0.8189724
ECK_1473,0.027478533,0.65956545,0,1,1,0.65956545
ECK_1474,0.2793655,0.8177099,0,1,1,0.8177099
ECK_1477,0.12121342,0.6490535,0,1,1,0.6490535
ECK_1479,0.19203432,0.6994404,0,1,1,0.6994404
ECK_1481,0.103294656,0.82961637,0,1,1,0.82961637
ECK_1484,0.3484494,0.85282224,0,1,1,0.85282224
ECK_1489,0.72272885,0.9888389,1,1,1,0.9888389
ECK_1494,0.7522201,0.74411076,1,1,1,0.7522201
ECK_1500,0.2512072,0.96830386,0,1,1,0.96830386
ECK_1509,0.0629225,0.67909455,0,1,1,0.67909455
ECK_1511,0.10999036,0.6355053,0,1,1,0.6355053
ECK_1512,0.8322969,0.8501315,1,1,1,0.8501315
ECK_1519,0.41968107,0.7540491,0,1,1,0.7540491
ECK_1523,0.90399635,0.8696413,1,1,1,0.90399635
ECK_1526,0.9476686,0.99200845,1,1,1,0.99200845
ECK_1532,0.0059899525,0.5633605,0,1,1,0.5633605
ECK_1538,0.14194965,0.55829245,0,1,1,0.55829245
ECK_1539,0.94747573,0.9799314,1,1,1,0.9799314
ECK_1540,0.04197163,0.7767835,0,1,1,0.7767835
ECK_1541,0.23902941,0.50769335,0,1,1,0.50769335
ECK_1542,0.47551513,0.71072996,0,1,1,0.71072996
ECK_1543,0.75244164,0.96092254,1,1,1,0.96092254
ECK_1552,0.79601324,0.55571413,1,1,1,0.79601324
ECK_1555,0.14353362,0.8413352,0,1,1,0.8413352
ECK_1556,0.14486785,0.69336313,0,1,1,0.69336313
ECK_1559,0.28397545,0.69304293,0,1,1,0.69304293
ECK_1561,0.6765493,0.1161958,1,0,1,0.6765493
ECK_1562,0.7429332,0.72202766,1,1,1,0.7429332
ECK_1565,0.35275912,0.96309704,0,1,1,0.96309704
ECK_1567,0.4685165,0.5686276,0,1,1,0.5686276
ECK_1569,0.41729307,0.5974667,0,1,1,0.5974667
ECK_1576,0.92902994,0.9964541,1,1,1,0.9964541
ECK_1580,0.8517084,0.97864294,1,1,1,0.97864294
ECK_1582,0.081420735,0.601031,0,1,1,0.601031
ECK_1584,0.072311245,0.5074498,0,1,1,0.5074498
ECK_1585,0.116020784,0.5051628,0,1,1,0.5051628
ECK_1595,0.39079812,0.98950547,0,1,1,0.98950547
ECK_1598,0.0052182414,0.7449983,0,1,1,0.7449983
ECK_1599,0.14972417,0.83878386,0,1,1,0.83878386
ECK_1601,0.06314457,0.97354704,0,1,1,0.97354704
ECK_1606,0.28350076,0.8309465,0,1,1,0.8309465
ECK_1607,0.63056934,0.87040883,1,1,1,0.87040883
ECK_1609,0.28939822,0.73527485,0,1,1,0.73527485
ECK_1611,0.51273274,0.7283141,1,1,1,0.7283141
ECK_1613,0.21583052,0.9490696,0,1,1,0.9490696
ECK_1615,0.15665282,0.90741086,0,1,1,0.90741086
ECK_1617,0.2864326,0.75055915,0,1,1,0.75055915
ECK_1621,0.22372301,0.83626056,0,1,1,0.83626056
ECK_1622,0.49372983,0.9134538,0,1,1,0.9134538
ECK_1624,0.57997,0.42652005,1,0,1,0.57997
ECK_1625,0.80530673,0.82380056,1,1,1,0.82380056
ECK_1628,0.5176605,0.05179973,1,0,1,0.5176605
ECK_1635,0.8025341,0.9469368,1,1,1,0.9469368
ECK_1636,0.060331754,0.66771305,0,1,1,0.66771305
ECK_1637,0.018046618,0.66880643,0,1,1,0.66880643
ECK_1642,0.31988326,0.6757887,0,1,1,0.6757887
ECK_1649,0.41109857,0.67609674,0,1,1,0.67609674
ECK_1652,0.15043533,0.852671,0,1,1,0.852671
ECK_1654,0.41634205,0.5345248,0,1,1,0.5345248
ECK_1656,0.49490312,0.8059549,0,1,1,0.8059549
ECK_1665,0.58073676,0.10634407,1,0,1,0.58073676
ECK_1667,0.9770057,0.9871292,1,1,1,0.9871292
ECK_1668,0.83701235,0.9593385,1,1,1,0.9593385
ECK_1670,0.91531193,0.9801097,1,1,1,0.9801097
ECK_1672,0.318262,0.7572405,0,1,1,0.7572405
ECK_1674,0.82131433,0.965865,1,1,1,0.965865
ECK_1675,0.23220469,0.86706316,0,1,1,0.86706316
ECK_1676,0.7095481,0.7596737,1,1,1,0.7596737
ECK_1678,0.110028185,0.87905574,0,1,1,0.87905574
ECK_1679,0.25838277,0.91060007,0,1,1,0.91060007
ECK_1681,0.01895577,0.80934054,0,1,1,0.80934054
ECK_1683,0.5927621,0.8839517,1,1,1,0.8839517
ECK_1690,0.5014661,0.8670885,1,1,1,0.8670885
ECK_1691,0.4721898,0.86087614,0,1,1,0.86087614
ECK_1695,0.10756414,0.7403185,0,1,1,0.7403185
ECK_1696,0.7945268,0.32167685,1,0,1,0.7945268
ECK_1699,0.5442495,0.33980122,1,0,1,0.5442495
ECK_1701,0.62008435,0.050259933,1,0,1,0.62008435
ECK_1702,0.713907,0.87086403,1,1,1,0.87086403
ECK_1704,0.7971322,0.81910527,1,1,1,0.81910527
ECK_1705,0.10663853,0.57063603,0,1,1,0.57063603
ECK_1706,0.22459565,0.5245172,0,1,1,0.5245172
ECK_1708,0.76778775,0.94339466,1,1,1,0.94339466
ECK_1710,0.56768996,0.980623,1,1,1,0.980623
ECK_1716,0.7841165,0.63964343,1,1,1,0.7841165
ECK_1717,0.35996777,0.9424096,0,1,1,0.9424096
ECK_1720,0.6859811,0.15080065,1,0,1,0.6859811
ECK_1722,0.06131114,0.57896435,0,1,1,0.57896435
ECK_1723,0.40611148,0.7644514,0,1,1,0.7644514
ECK_1729,0.5174271,0.5486493,1,1,1,0.5486493
ECK_1734,0.65331876,0.7610682,1,1,1,0.7610682
ECK_1737,0.071927145,0.8371905,0,1,1,0.8371905
ECK_1739,0.3732062,0.8891494,0,1,1,0.8891494
ECK_1741,0.103500254,0.7826675,0,1,1,0.7826675
ECK_1747,0.47242507,0.89357895,0,1,1,0.89357895
ECK_1748,0.4463113,0.97556144,0,1,1,0.97556144
ECK_1751,0.27767882,0.7549187,0,1,1,0.7549187
ECK_1754,0.18959397,0.85933226,0,1,1,0.85933226
ECK_1756,0.08261621,0.56704026,0,1,1,0.56704026
ECK_1757,0.5538483,0.81212604,1,1,1,0.81212604
ECK_1758,0.6776872,0.35149005,1,0,1,0.6776872
ECK_1760,0.32338393,0.71386725,0,1,1,0.71386725
ECK_1764,0.037762307,0.6471794,0,1,1,0.6471794
ECK_1765,0.8486299,0.9603791,1,1,1,0.9603791
ECK_1768,0.16725488,0.7178073,0,1,1,0.7178073
ECK_1769,0.72594887,0.95289576,1,1,1,0.95289576
ECK_1771,0.15799169,0.69026744,0,1,1,0.69026744
ECK_1772,0.73043096,0.45681655,1,0,1,0.73043096
ECK_1777,0.08272019,0.8324437,0,1,1,0.8324437
ECK_1779,0.7425156,0.55276495,1,1,1,0.7425156
ECK_1783,0.022045542,0.7856781,0,1,1,0.7856781
ECK_1784,0.045233,0.5255445,0,1,1,0.5255445
ECK_1785,0.055079386,0.5262054,0,1,1,0.5262054
ECK_1793,0.899902,0.8536966,1,1,1,0.899902
ECK_1806,0.7244577,0.9754322,1,1,1,0.9754322
ECK_1815,0.745538,0.8407959,1,1,1,0.8407959
ECK_1816,0.75825864,0.6228245,1,1,1,0.75825864
ECK_1817,0.25694788,0.6105229,0,1,1,0.6105229
ECK_1826,0.21434036,0.6896172,0,1,1,0.6896172
ECK_1827,0.12996514,0.50026023,0,1,1,0.50026023
ECK_1828,0.35886008,0.96913326,0,1,1,0.96913326
ECK_1831,0.15707763,0.77576447,0,1,1,0.77576447
ECK_1834,0.11218508,0.9181542,0,1,1,0.9181542
ECK_1839,0.36567584,0.75928473,0,1,1,0.75928473
ECK_1840,0.94099754,0.98955053,1,1,1,0.98955053
ECK_1842,0.039594073,0.6260634,0,1,1,0.6260634
ECK_1843,0.07126833,0.7595286,0,1,1,0.7595286
ECK_1844,0.8821758,0.3223077,1,0,1,0.8821758
ECK_1848,0.5345579,0.5772564,1,1,1,0.5772564
ECK_1861,0.30391046,0.56260115,0,1,1,0.56260115
ECK_1863,0.041618396,0.5245076,0,1,1,0.5245076
ECK_1869,0.05747877,0.8335978,0,1,1,0.8335978
ECK_1870,0.6252519,0.28129977,1,0,1,0.6252519
ECK_1872,0.7484334,0.45805967,1,0,1,0.7484334
ECK_1873,0.020056138,0.52990776,0,1,1,0.52990776
ECK_1875,0.20474562,0.9211359,0,1,1,0.9211359
ECK_1878,0.14084473,0.8851051,0,1,1,0.8851051
ECK_1883,0.17664917,0.75305134,0,1,1,0.75305134
ECK_1884,0.4945452,0.9248215,0,1,1,0.9248215
ECK_1886,0.31099853,0.5124869,0,1,1,0.5124869
ECK_1888,0.516255,0.7018877,1,1,1,0.7018877
ECK_1889,0.086650856,0.6281047,0,1,1,0.6281047
ECK_1893,0.21025167,0.6460792,0,1,1,0.6460792
ECK_1898,0.37216005,0.7412244,0,1,1,0.7412244
ECK_1908,0.8149772,0.65143067,1,1,1,0.8149772
ECK_1910,0.019931871,0.78058195,0,1,1,0.78058195
ECK_1914,0.85540134,0.050785735,1,0,1,0.85540134
ECK_1917,0.4075729,0.698681,0,1,1,0.698681
ECK_1918,0.019626128,0.5568155,0,1,1,0.5568155
ECK_1923,0.08512404,0.72943974,0,1,1,0.72943974
ECK_1924,0.23946632,0.52577055,0,1,1,0.52577055
ECK_1930,0.35801095,0.8891561,0,1,1,0.8891561
ECK_1936,0.018351147,0.5459363,0,1,1,0.5459363
ECK_1939,0.12251679,0.520325,0,1,1,0.520325
ECK_1940,0.2833455,0.7164793,0,1,1,0.7164793
ECK_1941,0.24421588,0.50247645,0,1,1,0.50247645
ECK_1942,0.6317151,0.65002984,1,1,1,0.65002984
ECK_1944,0.4770242,0.5248308,0,1,1,0.5248308
ECK_1951,0.6798078,0.5383341,1,1,1,0.6798078
ECK_1953,0.6520506,0.15187003,1,0,1,0.6520506
ECK_1958,0.98757565,0.97012436,1,1,1,0.98757565
ECK_1964,0.2987212,0.8425772,0,1,1,0.8425772
ECK_1976,0.3566696,0.7773027,0,1,1,0.7773027
ECK_1981,0.12544794,0.78564054,0,1,1,0.78564054
ECK_1983,0.11143431,0.98431754,0,1,1,0.98431754
ECK_1990,0.121769905,0.51374763,0,1,1,0.51374763
ECK_1991,0.90284514,0.913956,1,1,1,0.913956
ECK_1992,0.07896545,0.8737472,0,1,1,0.8737472
ECK_1993,0.069585845,0.95060974,0,1,1,0.95060974
ECK_1994,0.1278872,0.61436695,0,1,1,0.61436695
ECK_1995,0.9880234,0.96347636,1,1,1,0.9880234
ECK_2003,0.1548175,0.7581161,0,1,1,0.7581161
ECK_2014,0.6623835,0.7349139,1,1,1,0.7349139
ECK_2025,0.8012969,0.5744771,1,1,1,0.8012969
ECK_2027,0.22633573,0.92017287,0,1,1,0.92017287
ECK_2028,0.35380214,0.74266285,0,1,1,0.74266285
ECK_2032,0.13577077,0.7513165,0,1,1,0.7513165
ECK_2033,0.66259116,0.45217296,1,0,1,0.66259116
ECK_2037,0.2702107,0.789498,0,1,1,0.789498
ECK_2041,0.7352268,0.40040618,1,0,1,0.7352268
ECK_2048,0.42037365,0.59232265,0,1,1,0.59232265
ECK_2053,0.4986784,0.8565361,0,1,1,0.8565361
ECK_2056,0.034642216,0.5020052,0,1,1,0.5020052
ECK_2058,0.36550847,0.5406002,0,1,1,0.5406002
ECK_2059,0.4021868,0.64432544,0,1,1,0.64432544
ECK_2064,0.014232082,0.9602006,0,1,1,0.9602006
ECK_2068,0.037271626,0.70891774,0,1,1,0.70891774
ECK_2069,0.42715046,0.85866094,0,1,1,0.85866094
ECK_2070,0.8946001,0.7453537,1,1,1,0.8946001
ECK_2074,0.39322588,0.63657707,0,1,1,0.63657707
ECK_2086,0.20595394,0.98074704,0,1,1,0.98074704
ECK_2093,0.83037347,0.26960918,1,0,1,0.83037347
ECK_2094,0.18256389,0.54127204,0,1,1,0.54127204
ECK_2095,0.14217915,0.63422346,0,1,1,0.63422346
ECK_2096,0.31458554,0.6864112,0,1,1,0.6864112
ECK_2097,0.985158,0.98392594,1,1,1,0.985158
ECK_2101,0.07151288,0.7438226,0,1,1,0.7438226
ECK_2104,0.6133808,0.63025,1,1,1,0.63025
ECK_2107,0.96191555,0.99320906,1,1,1,0.99320906
ECK_2115,0.5736405,0.31942764,1,0,1,0.5736405
ECK_2117,0.6019915,0.99485743,1,1,1,0.99485743
ECK_2119,0.7751284,0.989292,1,1,1,0.989292
ECK_2120,0.39449796,0.5227302,0,1,1,0.5227302
ECK_2122,0.9062785,0.12366995,1,0,1,0.9062785
ECK_2125,0.16985334,0.73721856,0,1,1,0.73721856
ECK_2126,0.02253933,0.5225235,0,1,1,0.5225235
ECK_2129,0.54077095,0.94973505,1,1,1,0.94973505
ECK_2133,0.37566423,0.76572084,0,1,1,0.76572084
ECK_2135,0.66603446,0.8682419,1,1,1,0.8682419
ECK_2136,0.12963851,0.78392255,0,1,1,0.78392255
ECK_2137,0.6685765,0.95667243,1,1,1,0.95667243
ECK_2138,0.051465143,0.78004086,0,1,1,0.78004086
ECK_2142,0.8148155,0.48292533,1,0,1,0.8148155
ECK_2147,0.8587902,0.79555726,1,1,1,0.8587902
ECK_2153,0.23040132,0.70997846,0,1,1,0.70997846
ECK_2156,0.86762905,0.880901,1,1,1,0.880901
ECK_2158,0.28820214,0.62955725,0,1,1,0.62955725
ECK_2163,0.7426167,0.9619106,1,1,1,0.9619106
ECK_2164,0.010467037,0.61184293,0,1,1,0.61184293
ECK_2166,0.05045794,0.8903537,0,1,1,0.8903537
ECK_2168,0.65961236,0.37638816,1,0,1,0.65961236
ECK_2169,0.6188255,0.1696262,1,0,1,0.6188255
ECK_2175,0.0057491562,0.7715018,0,1,1,0.7715018
ECK_2176,0.13172494,0.5192837,0,1,1,0.5192837
ECK_2179,0.69081736,0.56450254,1,1,1,0.69081736
ECK_2183,0.009976249,0.6419897,0,1,1,0.6419897
ECK_2184,0.0158332,0.69020283,0,1,1,0.69020283
ECK_2192,0.012952146,0.6312099,0,1,1,0.6312099
ECK_2199,0.2780928,0.9841526,0,1,1,0.9841526
ECK_2200,0.37797576,0.91126066,0,1,1,0.91126066
ECK_2205,0.20591685,0.7123006,0,1,1,0.7123006
ECK_2209,0.49096912,0.661395,0,1,1,0.661395
ECK_2210,0.28051782,0.52394867,0,1,1,0.52394867
ECK_2213,0.007913619,0.87365425,0,1,1,0.87365425
ECK_2214,0.82620174,0.85010445,1,1,1,0.85010445
ECK_2216,0.6301044,0.7561457,1,1,1,0.7561457
ECK_2219,0.045106623,0.5530649,0,1,1,0.5530649
ECK_2224,0.02546768,0.9447,0,1,1,0.9447
ECK_2225,0.014571079,0.5779862,0,1,1,0.5779862
ECK_2236,0.596246,0.863616,1,1,1,0.863616
ECK_2243,0.19502324,0.5961201,0,1,1,0.5961201
ECK_2252,0.35409257,0.5428313,0,1,1,0.5428313
ECK_2255,0.1644927,0.65846187,0,1,1,0.65846187
ECK_2259,0.2351123,0.6974152,0,1,1,0.6974152
ECK_2260,0.2869682,0.856493,0,1,1,0.856493
ECK_2265,0.07234358,0.818912,0,1,1,0.818912
ECK_2266,0.3105693,0.7541093,0,1,1,0.7541093
ECK_2268,0.62225175,0.941881,1,1,1,0.941881
ECK_2275,0.9761712,0.9770055,1,1,1,0.9770055
ECK_2277,0.18103436,0.52092654,0,1,1,0.52092654
ECK_2279,0.5944892,0.44077957,1,0,1,0.5944892
ECK_2284,0.34756207,0.6739262,0,1,1,0.6739262
ECK_2289,0.8271289,0.81947464,1,1,1,0.8271289
ECK_2293,0.04262464,0.7970135,0,1,1,0.7970135
ECK_2294,0.19216347,0.7759183,0,1,1,0.7759183
ECK_2300,0.19607006,0.5779284,0,1,1,0.5779284
ECK_2304,0.54035985,0.87344176,1,1,1,0.87344176
ECK_2307,0.19930793,0.6731185,0,1,1,0.6731185
ECK_2313,0.9212525,0.9804704,1,1,1,0.9804704
ECK_2314,0.09437668,0.92393357,0,1,1,0.92393357
ECK_2315,0.81539613,0.8662116,1,1,1,0.8662116
ECK_2317,0.9296119,0.7479844,1,1,1,0.9296119
ECK_2319,0.4668785,0.96211594,0,1,1,0.96211594
ECK_2323,0.03228635,0.572951,0,1,1,0.572951
ECK_2324,0.08737232,0.51823163,0,1,1,0.51823163
ECK_2330,0.030387761,0.5403525,0,1,1,0.5403525
ECK_2332,0.10774624,0.51349556,0,1,1,0.51349556
ECK_2337,0.26810065,0.69453245,0,1,1,0.69453245
ECK_2338,0.19869846,0.79314494,0,1,1,0.79314494
ECK_2353,0.19057176,0.5910817,0,1,1,0.5910817
ECK_2359,0.7648462,0.23929796,1,0,1,0.7648462
ECK_2361,0.2724389,0.74698114,0,1,1,0.74698114
ECK_2362,0.41339183,0.75344014,0,1,1,0.75344014
ECK_2363,0.5158173,0.86758626,1,1,1,0.86758626
ECK_2364,0.12885858,0.5105856,0,1,1,0.5105856
ECK_2366,0.16771671,0.6048516,0,1,1,0.6048516
ECK_2368,0.6890353,0.9201287,1,1,1,0.9201287
ECK_2371,0.041906368,0.70459443,0,1,1,0.70459443
ECK_2373,0.9452659,0.97484165,1,1,1,0.97484165
ECK_2374,0.1025899,0.5652039,0,1,1,0.5652039
ECK_2375,0.44607157,0.84258425,0,1,1,0.84258425
ECK_2383,0.6485076,0.61663586,1,1,1,0.6485076
ECK_2385,0.33898136,0.67664665,0,1,1,0.67664665
ECK_2388,0.2501256,0.9356992,0,1,1,0.9356992
ECK_2390,0.95945203,0.2630086,1,0,1,0.95945203
ECK_2394,0.25083956,0.53307515,0,1,1,0.53307515
ECK_2399,0.7252428,0.49168244,1,0,1,0.7252428
ECK_2402,0.6859158,0.77886796,1,1,1,0.77886796
ECK_2404,0.11295231,0.53242797,0,1,1,0.53242797
ECK_2405,0.40446022,0.7615828,0,1,1,0.7615828
ECK_2408,0.2944578,0.71003735,0,1,1,0.71003735
ECK_2411,0.50608134,0.07435635,1,0,1,0.50608134
ECK_2413,0.52646285,0.83593893,1,1,1,0.83593893
ECK_2418,0.7274286,0.30596763,1,0,1,0.7274286
ECK_2425,0.43402734,0.8430222,0,1,1,0.8430222
ECK_2428,0.05411113,0.8340441,0,1,1,0.8340441
ECK_2435,0.83425987,0.7452504,1,1,1,0.83425987
ECK_2437,0.6824396,0.5683586,1,1,1,0.6824396
ECK_2439,0.36181283,0.95310134,0,1,1,0.95310134
ECK_2440,0.47588685,0.9395011,0,1,1,0.9395011
ECK_2443,0.6420201,0.55814636,1,1,1,0.6420201
ECK_2445,0.99777645,0.9948467,1,1,1,0.99777645
ECK_2446,0.6036314,0.3248895,1,0,1,0.6036314
ECK_2448,0.2501146,0.7633841,0,1,1,0.7633841
ECK_2449,0.06173856,0.6403888,0,1,1,0.6403888
ECK_2456,0.35659462,0.5743892,0,1,1,0.5743892
ECK_2457,0.1267265,0.7567758,0,1,1,0.7567758
ECK_2458,0.6982232,0.8490341,1,1,1,0.8490341
ECK_2460,0.9381845,0.7832812,1,1,1,0.9381845
ECK_2462,0.02944969,0.6766751,0,1,1,0.6766751
ECK_2463,0.13699193,0.7956369,0,1,1,0.7956369
ECK_2464,0.12647165,0.9036588,0,1,1,0.9036588
ECK_2465,0.18502006,0.82043666,0,1,1,0.82043666
ECK_2470,0.3818509,0.9699534,0,1,1,0.9699534
ECK_2473,0.93132913,0.97985363,1,1,1,0.97985363
ECK_2474,0.20249459,0.8365756,0,1,1,0.8365756
ECK_2476,0.40433955,0.9808303,0,1,1,0.9808303
ECK_2477,0.89899886,0.43092287,1,0,1,0.89899886
ECK_2483,0.22990525,0.6597499,0,1,1,0.6597499
ECK_2488,0.047826007,0.61411923,0,1,1,0.61411923
ECK_2490,0.56348056,0.70859015,1,1,1,0.70859015
ECK_2493,0.6447621,0.38193804,1,0,1,0.6447621
ECK_2504,0.6821955,0.96225667,1,1,1,0.96225667
ECK_2505,0.127866,0.7053255,0,1,1,0.7053255
ECK_2509,0.838434,0.78883284,1,1,1,0.838434
ECK_2510,0.9057193,0.99918216,1,1,1,0.99918216
ECK_2513,0.7284057,0.97241104,1,1,1,0.97241104
ECK_2517,0.04720902,0.78767335,0,1,1,0.78767335
ECK_2518,0.8176305,0.17133456,1,0,1,0.8176305
ECK_2519,0.68454105,0.12633719,1,0,1,0.68454105
ECK_2520,0.49763858,0.90638345,0,1,1,0.90638345
ECK_2532,0.9837601,0.8464108,1,1,1,0.9837601
ECK_2536,0.027932376,0.53246784,0,1,1,0.53246784
ECK_2538,0.32572547,0.9192885,0,1,1,0.9192885
ECK_2539,0.39222863,0.7512798,0,1,1,0.7512798
ECK_2542,0.060987413,0.63493097,0,1,1,0.63493097
ECK_2548,0.17900383,0.7187211,0,1,1,0.7187211
ECK_2550,0.42513993,0.7668489,0,1,1,0.7668489
ECK_2552,0.008285021,0.53281033,0,1,1,0.53281033
ECK_2557,0.03524243,0.5593757,0,1,1,0.5593757
ECK_2558,0.89293575,0.9580895,1,1,1,0.9580895
ECK_2562,0.11618179,0.95788795,0,1,1,0.95788795
ECK_2563,0.29400146,0.79081804,0,1,1,0.79081804
ECK_2569,0.9214326,0.7578687,1,1,1,0.9214326
ECK_2573,0.9434038,0.98172104,1,1,1,0.98172104
ECK_2580,0.26938814,0.8178432,0,1,1,0.8178432
ECK_2593,0.96985966,0.7431758,1,1,1,0.96985966
ECK_2604,0.042173274,0.5014764,0,1,1,0.5014764
ECK_2605,0.6605694,0.66554177,1,1,1,0.66554177
ECK_2607,0.9996917,0.91726816,1,1,1,0.9996917
ECK_2611,0.20306821,0.58159333,0,1,1,0.58159333
ECK_2614,0.49670938,0.95928764,0,1,1,0.95928764
ECK_2615,0.674204,0.5920597,1,1,1,0.674204
ECK_2618,0.7644836,0.5483934,1,1,1,0.7644836
ECK_2622,0.92173964,0.548278,1,1,1,0.92173964
ECK_2624,0.3305917,0.6789777,0,1,1,0.6789777
promoter_id:95,0.5400291,0.5087112,1,1,1,0.5400291
promoter_id:96,0.9029222,0.96500534,1,1,1,0.96500534
promoter_id:97,0.23829478,0.8649413,0,1,1,0.8649413
promoter_id:98,0.4172411,0.68657464,0,1,1,0.68657464
promoter_id:99,0.10309947,0.7547005,0,1,1,0.7547005
promoter_id:101,0.9577315,0.94682795,1,1,1,0.9577315
promoter_id:104,0.6542896,0.68838483,1,1,1,0.68838483
promoter_id:105,0.5319588,0.5365021,1,1,1,0.5365021
promoter_id:106,0.9168642,0.7041626,1,1,1,0.9168642
promoter_id:107,0.8662108,0.61502737,1,1,1,0.8662108
promoter_id:109,0.17936996,0.6586382,0,1,1,0.6586382
promoter_id:113,0.94093347,0.9664319,1,1,1,0.9664319
promoter_id:117,0.4808554,0.5936982,0,1,1,0.5936982
promoter_id:119,0.040467937,0.97146994,0,1,1,0.97146994
promoter_id:120,0.6514182,0.6927072,1,1,1,0.6927072
promoter_id:121,0.35237363,0.70308375,0,1,1,0.70308375
promoter_id:123,0.8906502,0.5328224,1,1,1,0.8906502
promoter_id:125,0.20488511,0.5274963,0,1,1,0.5274963
promoter_id:126,0.28765088,0.78051305,0,1,1,0.78051305
promoter_id:128,0.24112573,0.50222987,0,1,1,0.50222987
promoter_id:129,0.09785325,0.61229515,0,1,1,0.61229515
promoter_id:130,0.09054125,0.50130624,0,1,1,0.50130624
promoter_id:133,0.028891275,0.5423271,0,1,1,0.5423271
promoter_id:134,0.2787501,0.9081196,0,1,1,0.9081196
promoter_id:136,0.23334046,0.7110178,0,1,1,0.7110178
promoter_id:137,0.32874984,0.62283075,0,1,1,0.62283075
promoter_id:140,0.018763173,0.54202026,0,1,1,0.54202026
promoter_id:143,0.28683642,0.9331907,0,1,1,0.9331907
promoter_id:146,0.5723248,0.855374,1,1,1,0.855374
promoter_id:149,0.9901805,0.9776375,1,1,1,0.9901805
promoter_id:150,0.5244608,0.23763703,1,0,1,0.5244608
promoter_id:153,0.9583339,0.7318103,1,1,1,0.9583339
promoter_id:154,0.8931695,0.98148775,1,1,1,0.98148775
promoter_id:155,0.09285276,0.898486,0,1,1,0.898486
promoter_id:157,0.18715014,0.7600441,0,1,1,0.7600441
promoter_id:158,0.7148718,0.9113434,1,1,1,0.9113434
promoter_id:159,0.0897183,0.62811625,0,1,1,0.62811625
promoter_id:161,0.5641013,0.19163676,1,0,1,0.5641013
promoter_id:163,0.124470636,0.6094895,0,1,1,0.6094895
